"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","N_phys","decay_rate","hidden_dim","lr","w_data_init","w_phys_init","config/N_phys","config/decay_rate","config/hidden_dim","config/lr","config/w_data_init","config/w_phys_init","done","epoch","iterations_since_restore","pid","time_since_restore","time_this_iter_s","time_total_s","timestamp","train_data","train_phys","train_total","training_iteration","trial_id","val_data","val_phys","val_total","trial_name"
"2025-11-20 12:08:24","9.7min","8670e3f13606413faa6c5a33bda91551","trainable_pinn_ray_96c46ed8","","","unknown","FINISHED","472","0.09963935452850352","256","0.003134666753961913","0.907881579086136","0.05097186869759221","472","0.09963935452850352","256","0.003134666753961913","0.907881579086136","0.05097186869759221","0","50","1","26500","577.1389951705933","577.1389951705933","577.1389951705933","1763637481","0.008569931471249972","1.8417964761907404","0.008492030243793823","1","","0.004505914536084858","3.328566581440247","0.005376773333945443","trainable_pinn_ray_96c46ed8"
"2025-11-20 14:35:49","8.1min","2c1b7316efa44c5ea2441c60eae14894","trainable_pinn_ray_1f2434cb","","","unknown","FINISHED","420","0.08558666541764655","128","0.00928162810521299","0.6993961489754444","0.08172679978604219","420","0.08558666541764655","128","0.00928162810521299","0.6993961489754444","0.08172679978604219","0","50","1","3004","477.9117102622986","477.9117102622986","477.9117102622986","1763646227","0.010734232162322962","0.9566829948714285","0.008687288966970613","1","","0.003097985441550651","2.6998128008086675","0.005496204651965295","trainable_pinn_ray_1f2434cb"
"2025-11-20 14:36:12","8.1min","3181382b2b1a49efacce58ab265b8663","trainable_pinn_ray_a28c3d31","","","unknown","FINISHED","422","0.08599970819145986","128","0.009551642670258967","0.6777833202097551","0.07722221304867521","422","0.08599970819145986","128","0.009551642670258967","0.6777833202097551","0.07722221304867521","0","50","1","44392","478.49660634994507","478.49660634994507","478.49660634994507","1763646251","0.011504122679770896","1.2114540835823675","0.00918067271134468","1","","0.00307648435564811","3.2643630796619383","0.005812795453364992","trainable_pinn_ray_a28c3d31"
"2025-11-20 12:09:11","9.7min","4a1d490086df4235a116d2cf7fd9ca9c","trainable_pinn_ray_9005cba8","","","unknown","FINISHED","456","0.09903335143531412","256","0.0033221040041816027","0.9335385733009651","0.057933649665825954","456","0.09903335143531412","256","0.0033221040041816027","0.9335385733009651","0.057933649665825954","0","50","1","5684","573.826854467392","573.826854467392","573.826854467392","1763637525","0.008537984566029274","1.5457387882049638","0.00866972700212941","1","","0.004869173902999616","2.832852702662993","0.00582695545655365","trainable_pinn_ray_9005cba8"
"2025-11-20 14:30:00","7.8min","cd740dbb8b734a57a5233262408cf14a","trainable_pinn_ray_c82aac83","","","unknown","FINISHED","261","0.08570748609713191","128","0.009416329299699152","0.568134751906663","0.08110421464189162","261","0.08570748609713191","128","0.009416329299699152","0.568134751906663","0.08110421464189162","0","50","1","31976","461.64792799949646","461.64792799949646","461.64792799949646","1763645861","0.010194031998628016","0.8525738811252093","0.006828833262276168","1","","0.004371416098737629","2.782481876848754","0.0058687480234851565","trainable_pinn_ray_c82aac83"
"2025-11-20 14:41:39","8.0min","6ed2679af0f94a0487365cd294c381a5","trainable_pinn_ray_d70f4704","","","unknown","FINISHED","310","0.07488522471441136","128","0.008870938283132956","0.3559410717315314","0.07667792417914548","310","0.07488522471441136","128","0.008870938283132956","0.3559410717315314","0.07667792417914548","0","50","1","15256","472.7016372680664","472.7016372680664","472.7016372680664","1763646572","0.011291477725737624","0.6682927988394343","0.0053254139209824684","1","","0.005846883175297109","2.107845326493728","0.006201355682872148","trainable_pinn_ray_d70f4704"
"2025-11-20 14:43:28","8.0min","5f29229953574bdc8bc7e88ec8292c49","trainable_pinn_ray_9eb0c406","","","unknown","FINISHED","348","0.07586598776295242","128","0.0032720371018608503","0.33248816053837166","0.05027386277905903","348","0.07586598776295242","128","0.0032720371018608503","0.33248816053837166","0.05027386277905903","0","50","1","39824","474.6441729068756","474.6441729068756","474.6441729068756","1763646683","0.008419376251410053","0.9934930733960085","0.0040128609546544874","1","","0.008211513400834435","2.9063665021736957","0.006280259342830689","trainable_pinn_ray_9eb0c406"
"2025-11-20 12:07:32","9.8min","a904df3f97e540abae9d58557789d864","trainable_pinn_ray_9678f5c3","","","unknown","FINISHED","448","0.08457874786932487","256","0.002539993384107621","0.9051502738600854","0.07313054739721975","448","0.08457874786932487","256","0.002539993384107621","0.9051502738600854","0.07313054739721975","0","50","1","31788","579.2940919399261","579.2940919399261","579.2940919399261","1763637432","0.008933798987606559","1.7993461640194208","0.01017256130304451","1","","0.003091533160123049","3.1608628151396165","0.006462951057464193","trainable_pinn_ray_9678f5c3"
"2025-11-20 15:01:21","8.3min","886e72a686514ea2bde6b7635cb748de","trainable_pinn_ray_15840af0","","","unknown","FINISHED","398","0.09535381552440444","128","0.006434873853795254","0.729434143274283","0.10231305631090856","398","0.09535381552440444","128","0.006434873853795254","0.729434143274283","0.10231305631090856","0","50","1","40540","490.8534243106842","490.8534243106842","490.8534243106842","1763647772","0.009916407621531474","1.098690646344965","0.008284447542532826","1","","0.003433920194385912","4.193895045206252","0.006516980598243638","trainable_pinn_ray_15840af0"
"2025-11-20 15:03:00","8.0min","031bb7dea8a246d9a95ec3793b904825","trainable_pinn_ray_7fe826a2","","","unknown","FINISHED","406","0.09528933427293763","128","0.006401754499552616","0.4061639228771182","0.10476595032742866","406","0.09528933427293763","128","0.006401754499552616","0.4061639228771182","0.10476595032742866","0","50","1","41676","476.6118507385254","476.6118507385254","476.6118507385254","1763647857","0.010407244163856964","0.8497501127647631","0.00506209903867031","1","","0.009583080472020025","2.877853414167245","0.006720376116618545","trainable_pinn_ray_7fe826a2"
